date,first_name,last_name,subject,joy_score,neutral_score,surprise_score,sadness_score,anger_score,fear_score,disgust_score
2016-01-01 01:00:00,Loretta,Sanchez,Looking Back on 2015,0.6671387553215027,0.27952104806900024,0.0298817940056324,0.010358543135225773,0.006740867160260677,,
2016-01-01 09:20:00,Robin,Kelly,A New Year Begins,0.03448859974741936,0.9317842721939087,0.016120344400405884,0.007813088595867157,0.004399561323225498,,
2016-01-01 12:06:40,Gerald,Connolly,Bipartisan Successes,0.38015609979629517,0.5608793497085571,0.03319642320275307,0.013199370354413986,0.007001957390457392,,
2016-01-03 08:33:20,Steve,Israel,Looking Back on 2015,0.0367700457572937,0.22887568175792694,,0.04231983423233032,0.026429610326886177,0.6482065320014954,
2016-01-03 16:53:20,Henry,Cuellar,Congressman Henry Cuellar's Congressional Report for January 3,0.34315264225006104,0.5823343396186829,0.055890072137117386,0.008695008233189583,0.0054930406622588634,,
2016-01-04 15:06:40,Jackie,Speier,Don't Miss Covered California Open Enrollment!,0.09591405838727951,0.6752802133560181,0.06230834499001503,0.1309276670217514,,0.02936890721321106,
2016-01-04 17:53:20,Alcee,Hastings,In Review: the First Session of the 114th Congress,0.4170779883861542,0.518231987953186,0.030097754672169685,0.01972660794854164,,0.006454635411500931,
2016-01-04 17:53:20,Terri,Sewell,E-Newsletter Volume Forty One - December 2015,0.011100039817392826,0.9378440380096436,0.035502392798662186,0.006889062933623791,0.0058058626018464565,,
2016-01-04 20:40:00,Richard,Nolan,Top 10 Most Effective,0.8461365699768066,0.1120767742395401,0.030449217185378075,0.0032884597312659025,0.0041847387328743935,,
2016-01-04 20:40:00,Michael,Capuano,E-Update Rep. Capuano,0.10637249797582626,0.7760546803474426,0.0366583988070488,0.06719638407230377,,0.006227403879165649,
2016-01-04 23:26:40,Terri,Sewell,Guide to Grants Issue 247- Jan 4 2016,,0.9014784097671509,0.06595411896705627,0.00962433684617281,0.009550336748361588,,0.005316257942467928
2016-01-05 10:33:20,Jim,Cooper,"Top 10 at 10: Tuesday, January 5",0.009927378036081791,0.9228582382202148,0.044786568731069565,0.00661274092271924,,0.008266563527286053,
2016-01-05 16:06:40,James,Langevin,Looking Back on 2015,0.1055329218506813,0.7793519496917725,0.031140603125095367,0.07113812118768692,,0.006203972734510899,
2016-01-05 16:06:40,Karen,Bass,Join me for a Telephone Town Hall following President Obama's State of the Union,0.07933808118104935,0.8117791414260864,0.04812241718173027,0.020691532641649246,,0.03191782161593437,
2016-01-05 18:53:20,Bonnie,Watson Coleman,President Obama has given us a running start. It's up to Congress to finish the job.,0.4096750319004059,0.5336527824401855,0.02711053006350994,,0.011654363945126534,0.007687411271035671,
2016-01-06 08:46:40,John,Carney,Year in Review ,0.023632362484931946,0.8952387571334839,0.0173555389046669,0.038507573306560516,,0.013208422809839249,
2016-01-06 08:46:40,Chellie,Pingree,Looking back on 2015,0.06716901063919067,0.8887307047843933,0.027462102472782135,0.007701730355620384,0.004532830789685249,,
2016-01-06 11:33:20,Jim,Cooper,"Top 10 at 10: Wednesday, January 6",0.025296160951256752,0.6305585503578186,0.12667274475097656,0.14420528709888458,,0.05590299889445305,
2016-01-06 11:33:20,Jackie,Speier,CHANGED TIME! Don't Miss Covered California Open Enrollment!,0.06860115379095078,0.7188393473625183,0.06073131039738655,0.11650267243385315,,0.028903203085064888,
2016-01-06 11:33:20,Brad,Sherman,January Town Hall Meeting,0.01668109931051731,0.8865084052085876,0.02465641126036644,0.02772771753370762,,0.032892413437366486,
2016-01-06 14:20:00,Joe,Courtney,A Major Breakthrough for Connecticut Defense Manufacturers,0.15206539630889893,0.7406297922134399,0.08543065935373306,0.008268170058727264,0.0063494001515209675,,
2016-01-06 14:20:00,Sander,Levin,Congress Finally Responds for 9/11 Heroes,,0.6600897312164307,0.05782287195324898,0.1189173236489296,0.019191866740584373,0.11866718530654907,
2016-01-06 14:20:00,Peter,Visclosky,Visclosky Town Forum Invitation,0.02144901268184185,0.29036611318588257,0.01593765988945961,0.02888578176498413,,0.6309466361999512,
2016-01-06 17:06:40,Al,Green,Congressman Al Green Honors the Legacy of Late Harris County Commissioner El Franco Lee ,0.04838545247912407,0.9025401473045349,0.016177747398614883,0.018655670806765556,0.005915680900216103,,
2016-01-06 17:06:40,John,Larson,A Look Back at the Pope's Historic Address,0.10133013874292374,0.23300738632678986,0.1863110363483429,0.008866808377206326,,0.46166127920150757,
2016-01-06 17:06:40,Gwen,Graham,North Florida Newsletter: One Year Anniversary!,0.9635050296783447,0.018151184543967247,0.012584923766553402,0.002352846786379814,0.002070485381409526,,
2016-01-06 17:06:40,Brad,Ashford,You're Invited,0.25632891058921814,0.672398567199707,0.033475711941719055,0.013262001797556877,0.010024863295257092,,
